timestamp,pair,open,high,low,close,volume,spread,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,EMA20,EMA50,EMA200,BB_upper,BB_lower,returns,volatility_24h,session
2026-01-01 00:00:00,USD/JPY,157.0,157.1358740898818,156.91161946444217,157.0,3751,0.02457073529488279,,0.0,0.0,0.0,,157.0,157.0,157.0,,,,,Tokyo
2026-01-01 01:00:00,USD/JPY,157.0,157.2928490382439,156.9465728115317,157.21402655203926,987,0.02677291188082649,,0.01707334318260223,0.003414668636520446,0.013658674546081783,,157.02038348114658,157.0083931981192,157.00212961743324,,,0.0013632264461098664,,Tokyo
2026-01-01 02:00:00,USD/JPY,157.21402655203926,157.24451605615596,156.66548053833634,156.70988501961358,3979,0.02068281704834372,,-0.009961092445394115,0.0007395164201375341,-0.01070060886553165,,156.9908121990958,156.99668699504056,156.99922171098729,,,-0.003206721076244423,,Tokyo
2026-01-01 03:00:00,USD/JPY,156.70988501961358,156.8628866586894,156.6953605922359,156.77791587116315,1210,0.0260029416711662,,-0.025601438840084256,-0.0045286746319068245,-0.02107276420817743,,156.97053635834033,156.98810773528066,156.9970196628298,,,0.00043411972091655926,,Tokyo
2026-01-01 04:00:00,USD/JPY,156.77791587116315,157.17794043900747,156.7026393928789,156.7410623636483,4634,0.002087688053746693,,-0.040503398138071134,-0.011723619333139687,-0.028779778804931447,,156.94868169217918,156.97841968149115,156.99447282403202,,,-0.00023506823209162864,,Tokyo
2026-01-01 05:00:00,USD/JPY,156.7410623636483,156.78401263640902,156.59973950419442,156.65807493609628,480,0.013589165929463028,,-0.058337224878385996,-0.02104634044218895,-0.03729088443619705,,156.92100485826654,156.96585714245606,156.991125581366,,,-0.0005294555638488685,,Tokyo
2026-01-01 06:00:00,USD/JPY,156.65807493609628,157.1220417743121,156.4015800050276,156.93926941118,4795,0.009493531751535934,,-0.04921331647875604,-0.026679735649502368,-0.022533580829253674,,156.92274433949638,156.96481448632758,156.9906095995731,,,0.0017949567885244821,,Tokyo
2026-01-01 07:00:00,USD/JPY,156.93926941118,157.30991871021845,156.65255513029567,157.26061837149717,1948,0.0015675383849909426,,-0.015869444784470943,-0.024517677476496084,0.00864823269202514,,156.95492281873453,156.97641463868717,156.99329625402012,,,0.0020476007153775733,,Tokyo
2026-01-01 08:00:00,USD/JPY,157.26061837149717,157.34608654224516,156.51872491067752,156.7595124286546,2920,0.020399117804262575,,-0.029538743657752775,-0.025521890712747422,-0.004016852945005353,,156.93631230539359,156.9679086696663,156.99097004680254,,,-0.0031864680937397916,,London
2026-01-01 09:00:00,USD/JPY,156.7595124286546,157.0597357029991,156.70940195427454,156.89250908658923,4343,0.00975257962713652,,-0.02930226443655215,-0.026277965457508372,-0.0030242989790437783,,156.93214057026935,156.96495182327112,156.98999033575566,,,0.0008484120413116969,,London
2026-01-01 10:00:00,USD/JPY,156.89250908658923,157.56993976457815,156.3117237275917,156.35530889110674,3075,0.025174036803185623,,-0.07163663660156772,-0.03534969968632024,-0.036286936915247474,,156.8772042198729,156.94104425730387,156.98367509750045,,,-0.003424001557563172,,London
2026-01-01 11:00:00,USD/JPY,156.35530889110674,157.04481069852173,156.20285411249046,156.45012550665658,1320,0.012419390143360427,,-0.09642450145506132,-0.04756466004006846,-0.04885984141499286,,156.83653005670945,156.92179254159223,156.97836614634778,,,0.0006064176280440314,,London
2026-01-01 12:00:00,USD/JPY,156.45012550665658,156.66094041220632,156.2007272864024,156.32958222494398,3641,0.023097492123117423,,-0.1243623268591989,-0.06292419340389455,-0.061438133455304356,,156.78824931082704,156.89856860760602,156.9719105849408,,,-0.0007704901566696343,,London
2026-01-01 13:00:00,USD/JPY,156.32958222494398,156.77947603510083,156.0467255194695,156.7760562017894,4167,0.029942428885514905,,-0.10921754431510067,-0.07218286358613578,-0.03703468072896489,0.5589516863371854,156.78708806234727,156.8937641995348,156.96996178510844,,,0.0028559788268542885,,London
2026-01-01 14:00:00,USD/JPY,156.7760562017894,157.0109474285886,155.87904877012022,156.44862061050682,4287,0.014282415664826173,42.48629038405921,-0.12222754767418564,-0.08219180040374575,-0.04003574727043989,0.6237834029820947,156.7548530669339,156.87630758820035,156.9647743107343,,,-0.0020885561176582357,,London
2026-01-01 15:00:00,USD/JPY,156.44862061050682,156.89321970591803,156.322591580717,156.6176261166427,2802,0.023573030514485695,41.771822600147985,-0.11754574300536547,-0.08926258892406971,-0.028283154081295753,0.63980853858844,156.7417838335728,156.86616321676672,156.96132009984782,,,0.0010802620405112595,,London
2026-01-01 16:00:00,USD/JPY,156.6176261166427,156.70540230104552,156.2084093249483,156.25728626104564,1004,0.020157084487134748,43.497766181098136,-0.14128316950328212,-0.0996667050399122,-0.04161646446336992,0.6339483570368409,156.69564120761785,156.8422856890914,156.95431478801893,,,-0.002300761826952269,,NewYork
2026-01-01 17:00:00,USD/JPY,156.25728626104564,157.12125479924723,156.0958045724111,156.60709191251306,2786,0.017400142189467803,47.72967742081128,-0.13036607938312272,-0.10580657990855431,-0.02455949947456841,0.6952286542070263,156.6872079414174,156.83306240373537,156.9508598340338,,,0.0022386517764236835,,NewYork
2026-01-01 18:00:00,USD/JPY,156.60709191251306,156.67187321563492,156.2482456485279,156.2946204746616,4695,0.011805215569336159,44.471616747823504,-0.1452536467884329,-0.11369599328453003,-0.031557653503902855,0.6915376914197721,156.64981865886924,156.81194703396775,156.94433008916442,,,-0.001995257264760464,,NewYork
2026-01-01 19:00:00,USD/JPY,156.2946204746616,156.52783952864613,155.80446957227264,155.9787338489183,4061,0.02052020160657083,42.04635008748177,-0.18046131621895256,-0.12704905787141454,-0.053412258347538016,0.7300446074311212,156.58590581982628,156.7792720071031,156.93472216637593,157.30486377483822,156.0019288340884,-0.002021097237921321,,NewYork
2026-01-01 20:00:00,USD/JPY,155.9787338489183,156.47667379997284,155.90525126049255,156.3198794951802,381,0.0035293064875634066,42.848642722552334,-0.1787752356867145,-0.13739429343447454,-0.041380942252239955,0.7193989481593925,156.5605699793838,156.76125661447867,156.9286043288516,157.2656618538483,155.97311870459637,0.0021871292184763025,,NewYork
2026-01-01 21:00:00,USD/JPY,156.3198794951802,156.50772429049954,155.9991667596703,156.19932002910852,1245,0.01338277775140919,37.15068738979826,-0.1850341871422927,-0.14692227217603818,-0.03811191496625452,0.7087699446527113,156.52616522221476,156.73921988564064,156.92134776865518,157.17655093716698,155.9607589689846,-0.0007712356640819928,,NewYork
2026-01-01 22:00:00,USD/JPY,156.19932002910852,156.66404209071337,156.046287265989,156.58937293865023,3887,0.016450562880877193,47.88317023885664,-0.1567139405170508,-0.1488806058442407,-0.007833334672810083,0.6937980298781911,156.5321850047324,156.73334353477827,156.91804453651582,157.1670099193816,155.9582487786737,0.002497148575736574,,NewYork
2026-01-01 23:00:00,USD/JPY,156.58937293865023,156.6515692760238,155.88861548594588,156.12682154849776,1108,0.027825724373912345,41.19552900208516,-0.16963848564597583,-0.15303218180458775,-0.016606303841388087,0.72327088997486,156.4935789612815,156.70955835884573,156.91017167096342,157.1554072790563,155.9047419867324,-0.0029539130368296806,,NewYork
2026-01-02 00:00:00,USD/JPY,156.12682154849776,156.4384749082623,156.0986495849221,156.40826524377954,2310,0.012236991362990564,50.64698769866968,-0.15538000273997454,-0.1535017459916651,-0.001878256748309437,0.6576715532858414,156.48545384532892,156.69774294256862,156.9051775771606,157.13281109662037,155.89405845718144,0.0018026607631562719,0.002071607906321304,Tokyo
